respondent_id,xyz_vaccine,seasonal_vaccine
27975,0.08,0.08
27976,0.15,0.23
27977,0.06,0.22
27978,0.1,0.5
27979,0.26,0.72
27980,0.02,0.11
27981,0.03,0.27
27982,0.11,0.72
27983,0.5,0.89
27984,0.12,0.48
27985,0.02,0.87
27986,0.58,0.64
27987,0.16,0.6
27988,0.04,0.7
27989,0.04,0.42
27990,0.13,0.5
27991,0.29,0.61
27992,0.03,0.03
27993,0.04,0.2
27994,0.25,0.81
27995,0.1,0.72
27996,0.03,0.11
27997,0.12,0.2
27998,0.14,0.66
27999,0.54,0.85
28000,0.05,0.13
28001,0.02,0.06
28002,0.02,0.08
28003,0.05,0.48
28004,0.18,0.54
28005,0.25,0.38
28006,0.18,0.31
28007,0.17,0.4
28008,0.07,0.7
28009,0.04,0.33
28010,0.03,0.16
28011,0.03,0.57
28012,0.65,0.88
28013,0.44,0.72
28014,0.0,0.18
28015,0.34,0.58
28016,0.42,0.7
28017,0.09,0.37
28018,0.05,0.74
28019,0.07,0.15
28020,0.02,0.11
28021,0.35,0.49
28022,0.25,0.49
28023,0.55,0.57
28024,0.09,0.37
28025,0.6,0.7
28026,0.04,0.19
28027,0.41,0.73
28028,0.34,0.94
28029,0.39,0.72
28030,0.77,0.9
28031,0.03,0.13
28032,0.15,0.58
28033,0.34,0.24
28034,0.7,0.84
28035,0.1,0.3
28036,0.07,0.4
28037,0.1,0.56
28038,0.01,0.11
28039,0.05,0.34
28040,0.25,0.91
28041,0.25,0.86
28042,0.09,0.18
28043,0.6,0.82
28044,0.14,0.33
28045,0.36,0.52
28046,0.08,0.58
28047,0.07,0.72
28048,0.02,0.09
28049,0.07,0.81
28050,0.02,0.19
28051,0.04,0.81
28052,0.23,0.64
28053,0.05,0.23
28054,0.35,0.36
28055,0.14,0.27
28056,0.62,0.92
28057,0.08,0.68
28058,0.07,0.39
28059,0.03,0.22
28060,0.11,0.34
28061,0.2,0.27
28062,0.33,0.46
28063,0.21,0.27
28064,0.09,0.55
28065,0.11,0.22
28066,0.08,0.5
28067,0.08,0.81
28068,0.19,0.2
28069,0.08,0.46
28070,0.11,0.51
28071,0.1,0.55
28072,0.22,0.4
28073,0.01,0.09
28074,0.31,0.44
28075,0.19,0.29
28076,0.11,0.42
28077,0.19,0.32
28078,0.25,0.65
28079,0.41,0.84
28080,0.05,0.13
28081,0.2,0.74
28082,0.25,0.66
28083,0.03,0.08
28084,0.02,0.05
28085,0.52,0.5
28086,0.15,0.65
28087,0.13,0.79
28088,0.35,0.56
28089,0.03,0.08
28090,0.08,0.44
28091,0.04,0.22
28092,0.04,0.09
28093,0.07,0.33
28094,0.07,0.44
28095,0.8,0.84
28096,0.37,0.69
28097,0.02,0.09
28098,0.06,0.36
28099,0.11,0.18
28100,0.01,0.11
28101,0.33,0.84
28102,0.13,0.27
28103,0.05,0.76
28104,0.27,0.85
28105,0.0,0.08
28106,0.16,0.38
28107,0.07,0.12
28108,0.47,0.55
28109,0.08,0.17
28110,0.29,0.84
28111,0.16,0.45
28112,0.29,0.53
28113,0.07,0.61
28114,0.01,0.11
28115,0.11,0.28
28116,0.07,0.38
28117,0.05,0.16
28118,0.26,0.31
28119,0.32,0.55
28120,0.37,0.79
28121,0.47,0.83
28122,0.05,0.08
28123,0.1,0.17
28124,0.08,0.39
28125,0.21,0.48
28126,0.44,0.63
28127,0.1,0.26
28128,0.1,0.07
28129,0.33,0.8
28130,0.07,0.2
28131,0.24,0.29
28132,0.35,0.89
28133,0.3,0.93
28134,0.32,0.4
28135,0.08,0.66
28136,0.09,0.66
28137,0.13,0.21
28138,0.29,0.79
28139,0.19,0.78
28140,0.49,0.77
28141,0.01,0.05
28142,0.04,0.08
28143,0.34,0.52
28144,0.21,0.79
28145,0.25,0.37
28146,0.05,0.15
28147,0.11,0.41
28148,0.33,0.57
28149,0.03,0.16
28150,0.14,0.61
28151,0.1,0.47
28152,0.16,0.32
28153,0.04,0.1
28154,0.11,0.04
28155,0.07,0.72
28156,0.14,0.64
28157,0.19,0.32
28158,0.59,0.87
28159,0.49,0.79
28160,0.06,0.2
28161,0.21,0.68
28162,0.22,0.8
28163,0.15,0.29
28164,0.67,0.8
28165,0.1,0.25
28166,0.71,0.98
28167,0.13,0.38
28168,0.35,0.72
28169,0.06,0.31
28170,0.08,0.37
28171,0.16,0.33
28172,0.06,0.58
28173,0.11,0.19
28174,0.06,0.16
28175,0.37,0.84
28176,0.04,0.06
28177,0.24,0.3
28178,0.04,0.7
28179,0.07,0.2
28180,0.13,0.31
28181,0.04,0.44
28182,0.16,0.54
28183,0.02,0.09
28184,0.06,0.09
28185,0.15,0.41
28186,0.13,0.43
28187,0.21,0.45
28188,0.08,0.24
28189,0.04,0.2
28190,0.14,0.4
28191,0.0,0.02
28192,0.03,0.23
28193,0.08,0.88
28194,0.06,0.36
28195,0.41,0.81
28196,0.56,0.8
28197,0.21,0.53
28198,0.54,0.79
28199,0.06,0.51
28200,0.05,0.29
28201,0.12,0.33
28202,0.06,0.62
28203,0.38,0.88
28204,0.04,0.17
28205,0.47,0.39
28206,0.11,0.32
28207,0.57,0.75
28208,0.06,0.23
28209,0.16,0.53
28210,0.02,0.08
28211,0.48,0.51
28212,0.58,0.75
28213,0.7,0.83
28214,0.02,0.23
28215,0.25,0.52
28216,0.18,0.34
28217,0.02,0.06
28218,0.71,0.77
28219,0.15,0.17
28220,0.18,0.34
28221,0.15,0.23
28222,0.46,0.77
28223,0.29,0.8
28224,0.11,0.31
28225,0.36,0.68
28226,0.02,0.07
28227,0.15,0.91
28228,0.07,0.53
28229,0.53,0.77
28230,0.02,0.01
28231,0.49,0.87
28232,0.46,0.51
28233,0.17,0.38
28234,0.43,0.77
28235,0.09,0.27
28236,0.07,0.2
28237,0.16,0.19
28238,0.22,0.74
28239,0.18,0.41
28240,0.39,0.44
28241,0.08,0.12
28242,0.49,0.77
28243,0.09,0.33
28244,0.15,0.74
28245,0.28,0.58
28246,0.03,0.05
28247,0.26,0.28
28248,0.08,0.5
28249,0.05,0.45
28250,0.35,0.78
28251,0.27,0.7
28252,0.11,0.19
28253,0.27,0.65
28254,0.23,0.25
28255,0.17,0.54
28256,0.63,0.66
28257,0.02,0.2
28258,0.07,0.1
28259,0.22,0.7
28260,0.2,0.38
28261,0.57,0.72
28262,0.08,0.14
28263,0.09,0.26
28264,0.59,0.82
28265,0.19,0.62
28266,0.1,0.11
28267,0.08,0.4
28268,0.05,0.21
28269,0.05,0.18
28270,0.26,0.87
28271,0.58,0.43
28272,0.25,0.63
28273,0.11,0.53
28274,0.31,0.67
28275,0.08,0.45
28276,0.21,0.57
28277,0.01,0.08
28278,0.22,0.79
28279,0.53,0.7
28280,0.01,0.1
28281,0.03,0.05
28282,0.04,0.07
28283,0.16,0.17
28284,0.55,0.52
28285,0.15,0.57
28286,0.11,0.44
28287,0.03,0.18
28288,0.1,0.36
28289,0.0,0.09
28290,0.07,0.14
28291,0.75,0.92
28292,0.12,0.29
28293,0.07,0.16
28294,0.35,0.78
28295,0.08,0.47
28296,0.34,0.54
28297,0.04,0.12
28298,0.07,0.74
28299,0.15,0.36
28300,0.16,0.4
28301,0.09,0.19
28302,0.17,0.41
28303,0.95,0.95
28304,0.04,0.45
28305,0.15,0.32
28306,0.03,0.09
28307,0.11,0.71
28308,0.46,0.96
28309,0.01,0.12
28310,0.15,0.32
28311,0.09,0.9
28312,0.07,0.73
28313,0.05,0.22
28314,0.03,0.34
28315,0.85,0.86
28316,0.09,0.42
28317,0.03,0.1
28318,0.02,0.2
28319,0.01,0.19
28320,0.54,0.75
28321,0.17,0.84
28322,0.15,0.56
28323,0.14,0.65
28324,0.04,0.92
28325,0.06,0.76
28326,0.4,0.68
28327,0.64,0.79
28328,0.29,0.45
28329,0.14,0.56
28330,0.24,0.43
28331,0.02,0.05
28332,0.01,0.04
28333,0.1,0.28
28334,0.02,0.11
28335,0.04,0.11
28336,0.24,0.54
28337,0.08,0.12
28338,0.02,0.24
28339,0.66,0.84
28340,0.3,0.57
28341,0.24,0.89
28342,0.34,0.38
28343,0.42,0.8
28344,0.19,0.56
28345,0.12,0.48
28346,0.22,0.64
28347,0.32,0.57
28348,0.08,0.52
28349,0.06,0.09
28350,0.68,0.92
28351,0.19,0.6
28352,0.19,0.56
28353,0.49,0.65
28354,0.01,0.13
28355,0.17,0.48
28356,0.11,0.61
28357,0.08,0.14
28358,0.26,0.61
28359,0.09,0.85
28360,0.23,0.59
28361,0.06,0.28
28362,0.21,0.9
28363,0.69,0.89
28364,0.75,0.9
28365,0.06,0.06
28366,0.03,0.26
28367,0.11,0.34
28368,0.56,0.78
28369,0.02,0.0
28370,0.22,0.8
28371,0.18,0.33
28372,0.02,0.16
28373,0.12,0.14
28374,0.08,0.14
28375,0.14,0.47
28376,0.05,0.42
28377,0.07,0.15
28378,0.07,0.11
28379,0.08,0.38
28380,0.09,0.24
28381,0.8,0.98
28382,0.21,0.45
28383,0.0,0.11
28384,0.06,0.19
28385,0.56,0.86
28386,0.2,0.41
28387,0.35,0.86
28388,0.47,0.64
28389,0.02,0.12
28390,0.44,0.77
28391,0.15,0.26
28392,0.18,0.59
28393,0.06,0.81
28394,0.05,0.4
28395,0.12,0.83
28396,0.09,0.32
28397,0.29,0.47
28398,0.08,0.2
28399,0.9,0.95
28400,0.13,0.63
28401,0.15,0.27
28402,0.31,0.46
28403,0.4,0.68
28404,0.12,0.76
28405,0.07,0.24
28406,0.11,0.18
28407,0.44,0.58
28408,0.13,0.87
28409,0.01,0.19
28410,0.73,0.91
28411,0.35,0.34
28412,0.78,0.9
28413,0.21,0.31
28414,0.89,0.97
28415,0.03,0.03
28416,0.07,0.19
28417,0.04,0.03
28418,0.53,0.51
28419,0.69,0.85
28420,0.6,0.73
28421,0.09,0.36
28422,0.11,0.1
28423,0.07,0.15
28424,0.2,0.45
28425,0.0,0.15
28426,0.13,0.48
28427,0.27,0.36
28428,0.09,0.73
28429,0.19,0.16
28430,0.63,0.77
28431,0.76,0.82
28432,0.04,0.21
28433,0.11,0.45
28434,0.05,0.61
28435,0.21,0.63
28436,0.18,0.1
28437,0.06,0.39
28438,0.03,0.09
28439,0.08,0.24
28440,0.11,0.73
28441,0.82,0.89
28442,0.08,0.88
28443,0.72,0.97
28444,0.29,0.49
28445,0.2,0.28
28446,0.14,0.36
28447,0.17,0.64
28448,0.42,0.46
28449,0.18,0.6
28450,0.1,0.46
28451,0.12,0.14
28452,0.0,0.02
28453,0.07,0.36
28454,0.09,0.29
28455,0.85,0.87
28456,0.12,0.37
28457,0.33,0.56
28458,0.05,0.37
28459,0.01,0.08
28460,0.03,0.13
28461,0.26,0.33
28462,0.06,0.34
28463,0.39,0.32
28464,0.15,0.62
28465,0.64,0.63
28466,0.19,0.14
28467,0.22,0.56
28468,0.1,0.29
28469,0.2,0.29
28470,0.07,0.18
28471,0.18,0.83
28472,0.15,0.4
28473,0.06,0.27
28474,0.07,0.33
28475,0.37,0.51
28476,0.11,0.17
28477,0.04,0.07
28478,0.16,0.49
28479,0.38,0.45
28480,0.06,0.2
28481,0.11,0.59
28482,0.19,0.76
28483,0.13,0.35
28484,0.11,0.66
28485,0.03,0.1
28486,0.06,0.1
28487,0.0,0.09
28488,0.13,0.69
28489,0.29,0.32
28490,0.08,0.48
28491,0.22,0.55
28492,0.25,0.5
28493,0.08,0.12
28494,0.39,0.47
28495,0.03,0.11
28496,0.14,0.87
28497,0.04,0.16
28498,0.03,0.36
28499,0.18,0.6
28500,0.14,0.31
28501,0.11,0.46
28502,0.03,0.17
28503,0.14,0.35
28504,0.06,0.14
28505,0.03,0.09
28506,0.47,0.71
28507,0.01,0.08
28508,0.79,0.85
28509,0.09,0.39
28510,0.36,0.67
28511,0.07,0.79
28512,0.03,0.27
28513,0.24,0.49
28514,0.19,0.45
28515,0.11,0.26
28516,0.1,0.41
28517,0.08,0.24
28518,0.22,0.65
28519,0.08,0.44
28520,0.12,0.14
28521,0.31,0.74
28522,0.2,0.61
28523,0.19,0.44
28524,0.28,0.38
28525,0.13,0.18
28526,0.13,0.18
28527,0.07,0.22
28528,0.39,0.66
28529,0.07,0.22
28530,0.29,0.8
28531,0.02,0.08
28532,0.1,0.13
28533,0.08,0.13
28534,0.09,0.08
28535,0.03,0.11
28536,0.12,0.64
28537,0.22,0.57
28538,0.71,0.8
28539,0.02,0.18
28540,0.24,0.95
28541,0.28,0.57
28542,0.03,0.06
28543,0.07,0.34
28544,0.36,0.49
28545,0.1,0.7
28546,0.19,0.26
28547,0.12,0.64
28548,0.09,0.15
28549,0.02,0.16
28550,0.14,0.51
28551,0.44,0.8
28552,0.28,0.32
28553,0.08,0.15
28554,0.12,0.45
28555,0.13,0.42
28556,0.05,0.15
28557,0.43,0.88
28558,0.14,0.53
28559,0.04,0.13
28560,0.2,0.56
28561,0.33,0.75
28562,0.09,0.23
28563,0.06,0.25
28564,0.05,0.12
28565,0.38,0.62
28566,0.09,0.61
28567,0.05,0.14
28568,0.13,0.51
28569,0.26,0.54
28570,0.04,0.2
28571,0.07,0.21
28572,0.03,0.16
28573,0.78,0.98
28574,0.26,0.6
28575,0.4,0.71
28576,0.14,0.23
28577,0.17,0.88
28578,0.01,0.1
28579,0.11,0.55
28580,0.28,0.61
28581,0.05,0.46
28582,0.24,0.51
28583,0.09,0.73
28584,0.24,0.77
28585,0.3,0.4
28586,0.08,0.25
28587,0.32,0.73
28588,0.29,0.56
28589,0.92,0.94
28590,0.07,0.22
28591,0.72,0.94
28592,0.82,0.89
28593,0.39,0.69
28594,0.02,0.17
28595,0.24,0.68
28596,0.03,0.2
28597,0.07,0.67
28598,0.16,0.27
28599,0.23,0.4
28600,0.1,0.39
28601,0.31,0.64
28602,0.22,0.54
28603,0.27,0.34
28604,0.22,0.37
28605,0.06,0.13
28606,0.1,0.25
28607,0.12,0.1
28608,0.12,0.25
28609,0.23,0.72
28610,0.31,0.37
28611,0.11,0.19
28612,0.07,0.85
28613,0.12,0.39
28614,0.02,0.06
28615,0.04,0.19
28616,0.07,0.31
28617,0.05,0.1
28618,0.07,0.09
28619,0.31,0.37
28620,0.53,0.54
28621,0.02,0.8
28622,0.65,0.66
28623,0.09,0.32
28624,0.05,0.46
28625,0.21,0.28
28626,0.05,0.63
28627,0.22,0.76
28628,0.16,0.52
28629,0.04,0.08
28630,0.48,0.79
28631,0.28,0.56
28632,0.15,0.33
28633,0.54,0.62
28634,0.45,0.53
28635,0.27,0.81
28636,0.04,0.43
28637,0.38,0.73
28638,0.22,0.34
28639,0.08,0.77
28640,0.14,0.56
28641,0.09,0.46
28642,0.16,0.4
28643,0.07,0.26
28644,0.2,0.41
28645,0.09,0.37
28646,0.15,0.26
28647,0.03,0.27
28648,0.07,0.3
28649,0.35,0.41
28650,0.16,0.29
28651,0.61,0.78
28652,0.06,0.08
28653,0.03,0.74
28654,0.13,0.8
28655,0.3,0.66
28656,0.56,0.76
28657,0.16,0.27
28658,0.76,0.9
28659,0.05,0.08
28660,0.48,0.3
28661,0.41,0.56
28662,0.0,0.13
28663,0.08,0.32
28664,0.1,0.67
28665,0.25,0.43
28666,0.05,0.08
28667,0.2,0.41
28668,0.1,0.38
28669,0.44,0.75
28670,0.08,0.2
28671,0.03,0.15
28672,0.05,0.68
28673,0.29,0.7
28674,0.17,0.28
28675,0.72,0.89
28676,0.1,0.5
28677,0.1,0.84
28678,0.02,0.23
28679,0.31,0.56
28680,0.05,0.33
28681,0.31,0.55
28682,0.75,0.92
28683,0.11,0.29
28684,0.02,0.09
28685,0.03,0.15
28686,0.35,0.83
28687,0.02,0.06
28688,0.27,0.66
28689,0.69,0.84
28690,0.13,0.42
28691,0.31,0.53
28692,0.27,0.79
28693,0.05,0.83
28694,0.17,0.58
28695,0.12,0.6
28696,0.12,0.24
28697,0.08,0.56
28698,0.73,0.82
28699,0.03,0.11
28700,0.08,0.85
28701,0.06,0.29
28702,0.12,0.3
28703,0.06,0.47
28704,0.44,0.76
28705,0.36,0.85
28706,0.13,0.27
28707,0.02,0.29
28708,0.14,0.22
28709,0.02,0.08
28710,0.85,0.9
28711,0.62,0.92
28712,0.26,0.44
28713,0.22,0.21
28714,0.45,0.57
28715,0.55,0.8
28716,0.03,0.15
28717,0.05,0.72
28718,0.1,0.43
28719,0.09,0.18
28720,0.02,0.08
28721,0.05,0.24
28722,0.22,0.48
28723,0.23,0.82
28724,0.16,0.69
28725,0.28,0.78
28726,0.18,0.37
28727,0.2,0.34
28728,0.27,0.25
28729,0.16,0.77
28730,0.35,0.62
28731,0.19,0.45
28732,0.15,0.15
28733,0.08,0.33
28734,0.05,0.33
28735,0.04,0.24
28736,0.17,0.4
28737,0.27,0.75
28738,0.06,0.86
28739,0.27,0.54
28740,0.3,0.74
28741,0.07,0.44
28742,0.14,0.17
28743,0.03,0.24
28744,0.16,0.82
28745,0.13,0.84
28746,0.26,0.27
28747,0.16,0.81
28748,0.8,0.86
28749,0.17,0.42
28750,0.17,0.39
28751,0.2,0.61
28752,0.22,0.31
28753,0.25,0.17
28754,0.5,0.66
28755,0.36,0.73
28756,0.06,0.19
28757,0.16,0.34
28758,0.13,0.13
28759,0.07,0.44
28760,0.05,0.23
28761,0.23,0.62
28762,0.42,0.89
28763,0.17,0.39
28764,0.6,0.74
28765,0.08,0.6
28766,0.14,0.69
28767,0.05,0.31
28768,0.05,0.09
28769,0.41,0.49
28770,0.18,0.57
28771,0.45,0.84
28772,0.09,0.52
28773,0.06,0.19
28774,0.68,0.92
28775,0.05,0.43
28776,0.19,0.58
28777,0.05,0.35
28778,0.22,0.37
28779,0.49,0.8
28780,0.04,0.09
28781,0.4,0.86
28782,0.15,0.9
28783,0.14,0.33
28784,0.06,0.35
28785,0.13,0.47
28786,0.13,0.18
28787,0.04,0.14
28788,0.04,0.21
28789,0.34,0.54
28790,0.45,0.77
28791,0.71,0.96
28792,0.5,0.76
28793,0.73,0.96
28794,0.03,0.13
28795,0.14,0.22
28796,0.0,0.09
28797,0.65,0.84
28798,0.18,0.9
28799,0.09,0.3
28800,0.13,0.25
28801,0.06,0.15
28802,0.24,0.28
28803,0.08,0.78
28804,0.11,0.86
28805,0.02,0.14
28806,0.56,0.76
28807,0.14,0.28
28808,0.07,0.17
28809,0.14,0.67
28810,0.1,0.21
28811,0.1,0.88
28812,0.05,0.12
28813,0.05,0.29
28814,0.19,0.4
28815,0.06,0.14
28816,0.06,0.44
28817,0.05,0.47
28818,0.05,0.27
28819,0.12,0.61
28820,0.06,0.18
28821,0.0,0.07
28822,0.09,0.12
28823,0.15,0.65
28824,0.74,0.79
28825,0.15,0.33
28826,0.14,0.35
28827,0.49,0.79
28828,0.2,0.16
28829,0.09,0.23
28830,0.12,0.54
28831,0.0,0.12
28832,0.04,0.26
28833,0.13,0.44
28834,0.2,0.63
28835,0.38,0.5
28836,0.11,0.53
28837,0.61,0.78
28838,0.21,0.61
28839,0.62,0.83
28840,0.06,0.53
28841,0.05,0.26
28842,0.47,0.45
28843,0.1,0.68
28844,0.01,0.21
28845,0.01,0.03
28846,0.73,0.84
28847,0.05,0.04
28848,0.24,0.47
28849,0.18,0.43
28850,0.04,0.27
28851,0.1,0.27
28852,0.27,0.72
28853,0.01,0.15
28854,0.13,0.91
28855,0.04,0.25
28856,0.08,0.49
28857,0.04,0.47
28858,0.21,0.71
28859,0.03,0.08
28860,0.19,0.45
28861,0.58,0.78
28862,0.29,0.56
28863,0.3,0.94
28864,0.46,0.59
28865,0.06,0.74
28866,0.26,0.38
28867,0.13,0.25
28868,0.05,0.08
28869,0.05,0.08
28870,0.17,0.13
28871,0.12,0.2
28872,0.07,0.71
28873,0.01,0.04
28874,0.18,0.71
28875,0.31,0.77
28876,0.29,0.56
28877,0.04,0.07
28878,0.02,0.09
28879,0.19,0.46
28880,0.49,0.61
28881,0.1,0.13
28882,0.51,0.75
28883,0.52,0.69
28884,0.25,0.33
28885,0.25,0.52
28886,0.1,0.25
28887,0.01,0.08
28888,0.06,0.28
28889,0.07,0.21
28890,0.18,0.65
28891,0.04,0.09
28892,0.02,0.11
28893,0.17,0.73
28894,0.06,0.13
28895,0.08,0.31
28896,0.3,0.44
28897,0.36,0.68
28898,0.1,0.42
28899,0.11,0.46
28900,0.2,0.44
28901,0.09,0.84
28902,0.28,0.3
28903,0.26,0.26
28904,0.17,0.66
28905,0.16,0.76
28906,0.12,0.89
28907,0.01,0.04
28908,0.72,0.85
28909,0.54,0.74
28910,0.17,0.51
28911,0.25,0.51
28912,0.23,0.84
28913,0.1,0.36
28914,0.14,0.83
28915,0.05,0.25
28916,0.19,0.55
28917,0.12,0.79
28918,0.64,0.86
28919,0.29,0.76
28920,0.43,0.63
28921,0.12,0.53
28922,0.11,0.32
28923,0.62,0.82
28924,0.09,0.74
28925,0.31,0.74
28926,0.1,0.16
28927,0.06,0.16
28928,0.45,0.6
28929,0.06,0.15
28930,0.05,0.18
28931,0.31,0.64
28932,0.63,0.36
28933,0.0,0.05
28934,0.34,0.58
28935,0.35,0.61
28936,0.03,0.23
28937,0.31,0.64
28938,0.08,0.2
28939,0.14,0.58
28940,0.39,0.59
28941,0.35,0.83
28942,0.05,0.16
28943,0.18,0.53
28944,0.14,0.3
28945,0.09,0.27
28946,0.18,0.48
28947,0.03,0.14
28948,0.27,0.68
28949,0.14,0.45
28950,0.02,0.98
28951,0.13,0.15
28952,0.06,0.51
28953,0.14,0.62
28954,0.08,0.33
28955,0.09,0.81
28956,0.13,0.5
28957,0.04,0.19
28958,0.05,0.19
28959,0.31,0.52
28960,0.26,0.6
28961,0.22,0.34
28962,0.26,0.35
28963,0.1,0.43
28964,0.16,0.49
28965,0.53,0.16
28966,0.15,0.22
28967,0.41,0.92
28968,0.16,0.83
28969,0.1,0.27
28970,0.06,0.05
28971,0.18,0.59
28972,0.25,0.87
28973,0.07,0.48
28974,0.05,0.09
28975,0.11,0.27
28976,0.14,0.67
28977,0.2,0.31
28978,0.07,0.37
28979,0.24,0.8
28980,0.1,0.14
28981,0.38,0.71
28982,0.07,0.19
28983,0.02,0.03
28984,0.35,0.63
28985,0.19,0.41
28986,0.33,0.5
28987,0.08,0.13
28988,0.34,0.55
28989,0.35,0.92
28990,0.1,0.24
28991,0.36,0.6
28992,0.07,0.13
28993,0.08,0.3
28994,0.13,0.27
28995,0.14,0.61
28996,0.18,0.49
28997,0.1,0.17
28998,0.34,0.68
28999,0.15,0.52
29000,0.85,0.96
29001,0.07,0.26
29002,0.09,0.19
29003,0.59,0.72
29004,0.69,0.79
29005,0.12,0.66
29006,0.08,0.14
29007,0.16,0.74
29008,0.2,0.44
29009,0.07,0.41
29010,0.15,0.31
29011,0.18,0.38
29012,0.31,0.44
29013,0.01,0.32
29014,0.3,0.42
29015,0.04,0.09
29016,0.12,0.6
29017,0.18,0.76
29018,0.02,0.14
29019,0.1,0.54
29020,0.32,0.64
29021,0.3,0.55
29022,0.25,0.36
29023,0.48,0.72
29024,0.36,0.57
29025,0.08,0.13
29026,0.4,0.57
29027,0.63,0.85
29028,0.15,0.33
29029,0.04,0.34
29030,0.08,0.3
29031,0.03,0.17
29032,0.41,0.71
29033,0.11,0.42
29034,0.44,0.61
29035,0.07,0.31
29036,0.14,0.37
29037,0.07,0.88
29038,0.01,0.25
29039,0.19,0.41
29040,0.05,0.27
29041,0.27,0.49
29042,0.19,0.2
29043,0.08,0.34
29044,0.73,0.8
29045,0.3,0.39
29046,0.03,0.25
29047,0.12,0.18
29048,0.73,0.9
29049,0.55,0.78
29050,0.02,0.61
29051,0.42,0.52
29052,0.06,0.12
29053,0.15,0.63
29054,0.05,0.19
29055,0.12,0.79
29056,0.11,0.69
29057,0.33,0.84
29058,0.07,0.09
29059,0.03,0.18
29060,0.18,0.46
29061,0.15,0.52
29062,0.15,0.4
29063,0.75,0.75
29064,0.8,0.89
29065,0.13,0.18
29066,0.24,0.71
29067,0.56,0.87
29068,0.05,0.13
29069,0.07,0.87
29070,0.11,0.49
29071,0.41,0.49
29072,0.09,0.69
29073,0.1,0.28
29074,0.64,0.93
29075,0.14,0.61
29076,0.73,0.81
29077,0.06,0.91
29078,0.04,0.47
29079,0.45,0.64
29080,0.07,0.27
29081,0.09,0.85
29082,0.02,0.12
29083,0.12,0.16
29084,0.48,0.75
29085,0.15,0.79
29086,0.82,0.8
29087,0.25,0.43
29088,0.22,0.69
29089,0.04,0.05
29090,0.08,0.64
29091,0.41,0.73
29092,0.35,0.52
29093,0.69,0.86
29094,0.05,0.02
29095,0.19,0.54
29096,0.48,0.65
29097,0.04,0.12
29098,0.46,0.74
29099,0.73,0.85
29100,0.39,0.69
29101,0.25,0.67
29102,0.33,0.81
29103,0.57,0.74
29104,0.04,0.68
29105,0.61,0.83
29106,0.15,0.49
29107,0.08,0.29
29108,0.54,0.74
29109,0.11,0.36
29110,0.12,0.33
29111,0.76,0.91
29112,0.52,0.78
29113,0.09,0.24
29114,0.23,0.39
29115,0.14,0.24
29116,0.1,0.28
29117,0.22,0.65
29118,0.42,0.79
29119,0.79,0.93
29120,0.08,0.27
29121,0.04,0.12
29122,0.44,0.94
29123,0.19,0.39
29124,0.25,0.23
29125,0.09,0.42
29126,0.37,0.36
29127,0.46,0.62
29128,0.2,0.72
29129,0.05,0.11
29130,0.23,0.67
29131,0.02,0.04
29132,0.33,0.54
29133,0.25,0.53
29134,0.08,0.27
29135,0.16,0.86
29136,0.12,0.22
29137,0.15,0.44
29138,0.06,0.17
29139,0.04,0.29
29140,0.17,0.24
29141,0.25,0.24
29142,0.63,0.77
29143,0.06,0.29
29144,0.81,0.89
29145,0.42,0.53
29146,0.07,0.22
29147,0.06,0.75
29148,0.25,0.71
29149,0.14,0.7
29150,0.05,0.42
29151,0.12,0.3
29152,0.32,0.68
29153,0.19,0.21
29154,0.05,0.21
29155,0.07,0.89
29156,0.11,0.18
29157,0.02,0.1
29158,0.14,0.81
29159,0.42,0.63
29160,0.04,0.05
29161,0.58,0.68
29162,0.1,0.3
29163,0.02,0.14
29164,0.14,0.25
29165,0.79,0.91
29166,0.07,0.22
29167,0.22,0.14
29168,0.21,0.56
29169,0.53,0.78
29170,0.12,0.5
29171,0.24,0.53
29172,0.07,0.44
29173,0.07,0.35
29174,0.36,0.27
29175,0.47,0.69
29176,0.33,0.59
29177,0.34,0.54
29178,0.25,0.36
29179,0.13,0.5
29180,0.22,0.75
29181,0.1,0.4
29182,0.02,0.06
29183,0.32,0.44
29184,0.04,0.12
29185,0.54,0.48
29186,0.15,0.47
29187,0.14,0.28
29188,0.06,0.38
29189,0.01,0.04
29190,0.13,0.42
29191,0.06,0.21
29192,0.08,0.13
29193,0.04,0.24
29194,0.06,0.16
29195,0.37,0.69
29196,0.13,0.25
29197,0.1,0.16
29198,0.11,0.27
29199,0.07,0.25
29200,0.48,0.46
29201,0.11,0.17
29202,0.32,0.55
29203,0.11,0.56
29204,0.1,0.73
29205,0.09,0.83
29206,0.24,0.8
29207,0.23,0.44
29208,0.3,0.92
29209,0.04,0.13
29210,0.11,0.06
29211,0.28,0.54
29212,0.03,0.02
29213,0.03,0.14
29214,0.1,0.79
29215,0.09,0.15
29216,0.82,0.91
29217,0.2,0.26
29218,0.35,0.85
29219,0.06,0.06
29220,0.06,0.53
29221,0.43,0.73
29222,0.0,0.1
29223,0.08,0.09
29224,0.5,0.51
29225,0.07,0.75
29226,0.13,0.3
29227,0.14,0.39
29228,0.58,0.77
29229,0.07,0.2
29230,0.22,0.44
29231,0.05,0.35
29232,0.14,0.4
29233,0.03,0.36
29234,0.02,0.06
29235,0.53,0.73
29236,0.34,0.53
29237,0.24,0.45
29238,0.74,0.89
29239,0.14,0.2
29240,0.15,0.53
29241,0.02,0.26
29242,0.13,0.79
29243,0.15,0.53
29244,0.69,0.65
